School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
St. Vincent de Paul Catholic School,25 Chalmers St S,Cambridge ,N1R7C3,Waterloo CDSB,858013,Yes,,
U-Turn - Cambridge  (Lunch) - Alternative Program,..,Cambridge ,N1R3H3,..,…,Yes,,
U-Turn - Cambridge (Breakfast) - Alternative Program,..,Cambridge ,N1R3H3,..,…,Yes,,
Central Public School,175 Main St E,Cambridge  ,N1R1W5,Waterloo Region DSB,91332,Yes,,
Christ the King Catholic School,70 Acorn Way,Cambridge  ,N1R8M5,Waterloo CDSB,697460,Yes,,
Coronation Public School,757 Concession Rd,Cambridge  ,N3H4L1,Waterloo Region DSB,124354,Yes,,
Glenview Park Secondary School,55 McKay St,Cambridge  ,N1R4G6,Waterloo Region DSB,913340,Yes,,
Grand View Public School ,1144 Hamilton St,Cambridge  ,N3H3G2,Waterloo Region DSB,226920,Yes,,
Hespeler Public School,300 Winston,Cambridge  ,N3C3J6,Waterloo Region DSB,95230,Yes,,
Jacob Hespeler Secondary School ,355 Holiday Inn Dr,Cambridge  ,N3C1Z2,Waterloo Region DSB,918555,Yes,,
Langs  (Alternative),..,Cambridge  ,N3H2N4,..,…,Yes,,
Langs - Grow Centennial (Alternative),..,Cambridge  ,N3C1W4,..,…,Yes,,
Moffat Creek Public School,51 Ardelt Avenue,Cambridge  ,N1P0A8,Waterloo Region DSB,109487,Yes,,
Parkway Public School,436 Preston Pkwy,Cambridge  ,N3H5C7,Waterloo Region DSB,436267,Yes,,
Southwood Secondary School,30 Southwood Dr,Cambridge  ,N1S4K3,Waterloo Region DSB,943894,Yes,,
St. Anne Catholic School - Cambridge,127 Elgin St N,Cambridge  ,N1R5B3,Waterloo CDSB,770876,Yes,,
St. Benedict Catholic Secondary School (Breakfast),50 Saginaw Pkwy,Cambridge  ,N1R5W1,Waterloo CDSB,776726,Yes,,
St. Elizabeth Catholic School,50 Adler Dr,Cambridge  ,N3C4B7,Waterloo CDSB,788694,Yes,,
St. Francis  Catholic School - Cambridge - Summer School,60 McDonald Ave,Cambridge  ,N1R4J2,Waterloo CDSB,790257,Yes,,
St. Francis Catholic School - Cambridge,60 McDonald Ave,Cambridge  ,N1R4J2,Waterloo CDSB,790257,Yes,,
St. Gabriel Catholic School,15 Baldwin,Cambridge  ,N3C0G1,Waterloo CDSB,831724,Yes,,
St. Gregory  Catholic School,34 Osborne Ave,Cambridge  ,N1S2H1,Waterloo CDSB,795445,Yes,,
St. Joseph Catholic School,980 Westminster Dr S,Cambridge  ,N3H1V2,Waterloo CDSB,814687,Yes,,
St. Michael Catholic School,1150 Concession Rd,Cambridge  ,N3H4L6,Waterloo CDSB,834440,Yes,,
Stewart Avenue Public School,145 Stewart Ave,Cambridge  ,N1R2V5,Waterloo Region DSB,536717,Yes,,
Tait Street Public School,184 Tait St,Cambridge  ,N1S3G3,Waterloo Region DSB,547506,Yes,,
William G. Davis Public School,530 Lang's Dr,Cambridge  ,N2E4B5,Waterloo Region DSB,616257,Yes,,
Highland Public School,125 Salisbury Ave,Cambrige ,N1S1J8,Waterloo Region DSB,255653,Yes,,
Fenelon Township P.S.,50 Cameron Rd R. R. #1,Cameron Rd,K0M1G0,Trillium Lakelands DSB,194018,Yes,,
North Hope Central Public School,3278 Ganaraska Rd RR 1,Campbellcroft,L0A1B0,Kawartha Pine Ridge DSB,91987,Yes,,Yes
Campbellford District High School,119 Ranney St N,Campbellford,K0L1L0,Kawartha Pine Ridge DSB,898260,Yes,,
Kent Public School,150 Kent St.,Campbellford,K0L1L0,Kawartha Pine Ridge DSB,289841,Yes,,Yes
Phoenix Offsite/CDHS,119 Ranney St N,Campbellford,K0L1L0,Kawartha Pine Ridge DSB,898260,Yes,,Yes
"St. Mary Catholic Elementary School, Campbellford",35 Centre St,Campbellford,K0L1L0,Peterborough Victoria Northum Clarington CDSB,828858,Yes,,Yes
Brock High School-Cannington,RR 1,Cannington,L0E1E0,Durham DSB,896446,Yes,,
McCaskills Mills P.S.,85 Albert St,Cannington,L0E1E0,Durham DSB,350508,Yes,,
C R Judd PS,8 Lincoln Cres,Capreol,P0M1H0,Rainbow DSB,73393,Yes,, 
Cardiff Elementary School,2 Short Rd,Cardiff,K0L1M0,Trillium Lakelands DSB,83798,Yes,,
Benson PS,4005 James Street South,Cardinal,K0E1E0,Upper Canada DSB,43982,Yes,,
Centre d’education et de formation de l’Est ontarien (CeFEO),750 Principale rue,Casselman,K0A1M0,CÉP de l'Est de l'Ontario,900516,,,Yes
E Elem C de Casselman - Pav. St-Paul/Ste-Euphemie,215 Laurier rue,Casselman,K0A1M0,CSDC de l'Est ontarien,840947,Yes,,Yes
ES C de Casselman,778 Brébeuf rue,Casselman,K0A1M0,CSDC de l'Est ontarien,695050,Yes,,
ES L'Academie de La Seigneurie,731 des Pommiers rue,Casselman,K0A1M0,CÉP de l'Est de l'Ontario,898582,Yes,,
Northumberland Hills Public School,2246 Spring St,Castelton,K0K1M0,Kawartha Pine Ridge DSB,515252,Yes,,Yes
North Cavan Public school,2001 County Rd 10 RR 2,Cavan,L0A1C0,Kawartha Pine Ridge DSB,403334,Yes,,
Crestwood Secondary School,1885 Sherbrooke St W,Cavan Monaghan,K9J0E5,Kawartha Pine Ridge DSB,903337,Yes,,Yes
Cayuga Secondary School,70 Haldimand Hwy #54,Cayuga,N0A1E0,Grand Erie DSB,899046,Yes,,
Cayuga Turning Point,70 Haldimand Hwy #54,Cayuga,N0A1E0,Grand Erie DSB,899046,Yes,Yes,
J. L. Mitchener PS (Brk),60 Munsee St. S,Cayuga,N0A1E0,Grand Erie DSB,280097,Yes,,
St. Stephen's School,17 Brant Street West,Cayuga,N0A1E0,Brant Haldimand Norfolk CDSB,850950,Yes,,
St Anthony's Sep S,2 McCarthy St,Chalk River,K0J1J0,Renfrew County CDSB,774251,Yes,,
Chapleau High School,20 Teak St,Chapleau,P0M1K0,Algoma DSB,900869,Yes,, 
Chapleau PS,24 Pine St,Chapleau,P0M1K0,Algoma DSB,101214,Yes,, 
E SEp SacrE-Coeur,14 Strathcona rue,Chapleau,P0M1K0,CSDC du Nouvel-Ontario,754757,Yes,, 
ES C Trillium,9 Broomhead rue,Chapleau,P0M1K0,CSDC du Nouvel-Ontario,704970,Yes,, 
ESC Trillium ,9 Broomhead rue,Chapleau,P0M1K0,CSDC du Nouvel-Ontario,750518,Yes,,
Our Lady of Fatima CS,14 Strathcona St,Chapleau,P0M1K0,Huron-Superior CDSB,744093,Yes,, 
Chatham-Kent Secondary School,285 McNaughton Ave E,Chatham,N7L2G7,Lambton Kent DSB,919322,Yes,,
E'cole Ste-Marie,90 Dale promenade,Chatham,N7L0B2,Conseil scolaire catholique Providence,822540,,,Yes
Georges P Vanier School,20 Cecile Ave,Chatham,N7M2C3,St Clair CDSB,708003,Yes,,
Gregory Drive Public School,180 Gregory Dr W,Chatham,N7L2L4,Lambton Kent DSB,230693,Yes,,
Indian Creek Public School ,511 Indian Creek Rd W,Chatham,N7M5J5,Lambton Kent DSB,275131,Yes,,
John McGregor Secondary School,300 Cecile Ave,Chatham,N7M2C6,Lambton Kent DSB,918938,,,Yes
John N. Given,92 Churchill St,Chatham,N7L3T5,Lambton Kent DSB,284386,,,Yes
King George VI Public School,227 Delaware Ave,Chatham,N7L2W5,Lambton Kent DSB,297127,Yes,,
McNaughton Ave Public School,480 McNaughton Ave E,Chatham,N7L2G9,Lambton Kent DSB,356026,,,Yes
Monsignor Uyen Catholic School,255 Lark St,Chatham,N7L1G9,St Clair CDSB,724009,,, 
Queen Elizabeth II Elementary School,79 Eugenie St,Chatham,N7M3Y9,Lambton Kent DSB,462748,Yes,,
St. Agnes Catholic School,55 Croydon St,Chatham,N7L1L5,St Clair CDSB,765155,Yes,,
St. Joseph Catholic School,25 Raleigh St,Chatham,N7M2M6,St Clair CDSB,846929,,,Yes
St. Ursula Catholic School,426 Lacroix St,Chatham,N7M2W3,St Clair CDSB,856800,,,Yes
Step Forward Alternative Program,..,Chatham,N7M5K8,..,601,Yes,,
Tecumseh Public School,287 McNaughton Ave W,Chatham,N7L1R8,Lambton Kent DSB,548707,,,Yes
The Pines- UCC,85 Grand Ave W,Chatham,N7L1B6,St Clair CDSB,864366,Yes,,
Victor Lauriston Public School,44 Alexandra Ave,Chatham,N7M1Y1,Lambton Kent DSB,572853,Yes,,
Winston Churchill Public School,30 Crystal Dr,Chatham,N7M3C7,Lambton Kent DSB,615757,,,Yes
Our Lady of Fatima Catholic S,545 Baldoon Rd,Chatham ,N7L5A9,St Clair CDSB,743984,,,Yes
Sullivan Community School,136285 Grey Rd 40 3,Chatsworth,N0H1G0,Bluewater DSB,540200,Yes,,
Chelmsford PS,121 Charlotte St,Chelmsford,P0M1L0,Rainbow DSB,105635,Yes,, 
Chelmsford Valley District Comp S,3594 144 Hwy,Chelmsford,P0M1L0,Rainbow DSB,901121,Yes,, 
Ecole publique Pavillon-de-l'Avenir,370 Côté ave,Chelmsford,P0M1L0,CSD du Grand Nord de l'Ontario,164909,Yes,, 
ES Catholique Champlain,61 Brookside chemin,Chelmsford,P0M1L0,CSDC du Nouvel-Ontario,696048,Yes,, 
St Charles Catholic S,26 Charlotte Street,Chelmsford,P0M1L0,Sudbury CDSB,782181,Yes,,Yes
Mary Immaculate Chepstow School,6 Ann St,Chepstow,N0G1K0,Bruce-Grey CDSB,710296,Yes,,
Chesley District Community School,231 4th Ave SE,Chesley,N0G4L0,Bluewater DSB,169200,Yes,,
Chesley District Community School,231 4th Ave SE,Chesley,N0G4L0,Bluewater DSB,901253,Yes,,
Chesterville PS,38 College Street,Chesterville,K0C1H0,Upper Canada DSB,106283,Yes,,
North Dundas DHS,2835 #43 County Road RR 3,Chesterville,K0C1H0,Upper Canada DSB,929590,Yes,,
St Mary's Sep S,37 Main St,Chesterville,K0C1H0,CDSB of Eastern Ontario,828980,,,Yes
E Elem C Sainte-Felicite,1647 Landry rue,Clarence Creek,K0A1N0,CSDC de l'Est ontarien,697940,Yes,,Yes
Central Huron Secondary School,165 Princess St E,Clinton,N0M1L0,Avon Maitland DSB,899569,,,Yes
Clinton Public School,27 Percival St,Clinton,N0M1L0,Avon Maitland DSB,112917,,,Yes
St. Anne's Catholic Secondary School,353 Ontario Street,Clinton,N0N1L0,Huron Perth CDSB,771686,,,Yes
St. Josephs School - Clinton,297 Smith St N,Clinton,N0M1L0,Huron Perth CDSB,698334,,,Yes
Saint Patrick Sep S,119 Lang St,Cobalt,P0J1C0,Northeastern CDSB,839515,Yes,,
Cobden District PS,16 Cowley St,Cobden,K0J1K0,Renfrew County DSB,113956,Yes, ,Yes
Ridgewood P.S.,6763 35 Hwy,Coboconk,K0M1K0,Trillium Lakelands DSB,48305,Yes,,
Burnham Public School,614 Burnham St,Cobourg,K9A2X1,Kawartha Pine Ridge DSB,71056,Yes,,Yes
C.R. Gummow Public School,287 Gravely St,Cobourg,K9A4E3,Kawartha Pine Ridge DSB,102644,Yes,,
Cobourg Collegiate Institute,355 King East,Cobourg,K9A1M2,Kawartha Pine Ridge DSB,902039,Yes,,
Merwin Greer Public School,457 King St E,Cobourg,K9A1M7,Kawartha Pine Ridge DSB,241091,Yes,,
Northumberand C.I.S.,140 High St,Cobourg,K9A4B3,Kawartha Pine Ridge DSB,899224,Yes,Yes,
Northumberland C.I.S. - TEAM Program,..,Cobourg,K9A4B3,..,902039,Yes,Yes,
Notre Dame Catholic School,760 Burnham St,Cobourg,K9A2X6,Peterborough Victoria Northum Clarington CDSB,832146,Yes,,Yes
Rebound Child and Youth Services,..,Cobourg,K9A5T3,..,…,,,Yes
St. Joseph Catholic Elementary School,919 D'Arcy St N,Cobourg,K9A4B4,Peterborough Victoria Northum Clarington CDSB,741620,Yes,,Yes
"St. Mary's Secondary School, Cobourg",1050 Birchwood Trail,Cobourg,K9A5S9,Peterborough Victoria Northum Clarington CDSB,830410,Yes,,
"St. Michael Catholic Elementary School, Cobourg",23 University Ave W,Cobourg,K9A2G6,Peterborough Victoria Northum Clarington CDSB,829242,Yes,,
"Terry Fox Public School, Cobourg",161 Sawmill Valley Dr,Cobourg,K9A5N4,York Region DSB,298904,Yes,,Yes
Aileen Wright English Catholic S,75 Sixth St,Cochrane,P0L1C0,Northeastern CDSB,815462,Yes,,
Cochrane PS,453 A Chalmers Avenue,Cochrane,P0L1C0,DSB Ontario North East,114073,Yes, , 
E C Nouveau Regard - Pavillon St-Joseph,399 8e rue,Cochrane,P0L1C0,CSDC des Grandes Rivières,807796,Yes, ,Yes
E S Cochrane High School,453 B Chalmers Avenue,Cochrane,P0L1C0,DSB Ontario North East,902292,Yes, , 
Colborne Public School,8 Alfred St,Colborne,K0K1S0,Kawartha Pine Ridge DSB,115380,Yes,,Yes
Coldwater Public School,3 John St,Coldwater,L0K1E0,Simcoe County DSB,116815,Yes,,
Admiral Collingwood Public School,15 Dey Dr,Collingwood,L9Y4N9,Simcoe County DSB,3131,Yes,,
Cameron Street Public School,575 Cameron St,Collingwood,L9Y2J4,Simcoe County DSB,80268,Yes,,
Collingwood Collegiate Institute High School,6 Cameron St,Collingwood,L9Y2J2,Simcoe County DSB,902551,Yes,,
Collingwood Learning Centre,180 Ontario St,Collingwood,L9Y1M6,Simcoe County DSB,902915,Yes,,
Connaught Public School,300 Peel St,Collingwood,L9Y3W2,Simcoe County DSB,383708,Yes,,
Ecole Notre-Dame-de-la-Huronie,28 TRACEY LANE,Collingwood,L9Y3Z4,CSDC Centre-Sud,828752,Yes,,
Jean Vanier Catholic High School - Collingwood,160 Collins St,Collingwood,L9Y1R3,Simcoe Muskoka CDSB,723630,Yes,,
Mountain View Elementary School,300 Spruce St,Collingwood,L9Y3H1,Simcoe County DSB,378089,Yes,,
Nottawa E.S.,81 Batteaux Rd RR 2,Collingwood,L9Y3Z1,Simcoe County DSB,412430,Yes,,
Simcoe CDSBASS-Collingwood Campus,180 Ontario St,Collingwood,L9Y4H7,Simcoe County DSB,902915,Yes,,Yes
"St. Mary's, Collingwood",18 Saunders St,Collingwood,L9Y3Y9,Simcoe Muskoka CDSB,829374,Yes,,
Bernier-Stokes E S,3 Maheegan Dr,Collins,P0V1M0,Lakehead DSB,118575,Yes,,
Centennial Central,6420 Taylor Ave,Comber,N0P1J0,Greater Essex County DSB,98094,,,Yes
George Vanier Sep S,2782 Dafoe Rd,Combermere,K0J1L0,Renfrew County CDSB,752410,Yes, , 
Glen Shields Public School,158 Glen Shields Ave,Concord,L4K1T8,York Region DSB,213861,Yes,,Yes
E SEp Notre-Dame-de-la-Merci,2 Edward avenue,Coniston,P0M1M0,CSDC du Nouvel-Ontario,738506,Yes,,Yes
St Paul the Apostle Catholic S,1 Edward Ave N,Coniston,P0M1M0,Sudbury CDSB,746827,Yes,,Yes
Cookstown Central Public School,5088 Cty Rd 27,Cookstown,L0L1L0,Simcoe County DSB,185973,Yes,,Yes
Copper Cliff PS,50 School St,Copper Cliff,P0M1N0,Rainbow DSB,122920,Yes,, 
Ferris Glen,30 Voyer Rd RR 2,Corbeil,P0H1K0,Near North DSB,196169,Yes,,
Bishop Macdonell Sep S,300 Adolphus St,Cornwall,K6H3S6,CDSB of Eastern Ontario,689610,Yes,,
Boys & Girls Club of Cornwall,..,Cornwall,K6H2M5,..,…,Yes,,
Bridgewood Public School,850 Nick Kaneb Drive,Cornwall,K6H6Z2,Upper Canada DSB,247005,Yes,,
Central PS,140 Munroe Ave E,Cornwall,K7V3K4,Renfrew County DSB,93157,Yes,,
Centre York Centre,..,Cornwall,K6H1B1,..,…,Yes,,Yes
Community Homework Program (Tri County Literacy Program),..,Cornwall,K6J1G4,..,…,Yes,,Yes
Cornwall C & VS,437 Sydney Street,Cornwall,K6H3H9,Upper Canada DSB,902810,Yes,,
Day Treatment Program: Section 23,..,Cornwall,K6J4L1,..,…,Yes,,
E Elem C Marie-Tanguay,1500 Holy Cross boulevard,Cornwall,K6H2X1,CSDC de l'Est ontarien,861367,Yes,,
E Elem C Notre-Dame,420 15e Ouest rue,Cornwall,K6J3K5,CSDC de l'Est ontarien,737208,Yes,,
Eamer's Corners PS,2258 Pitt Street,Cornwall,K6K1A3,Upper Canada DSB,157376,Yes,,
EEP Rose des Vents,1650 2ième Rue Est,Cornwall,K6H2C3,CÉP de l'Est de l'Ontario,383392,Yes,,
EI catholique La Citadelle,510 McConnell avenue,Cornwall,K6H4M1,CSDC de l'Est ontarien,723592,Yes,,
ES C La Citadelle,510 McConnell avenue,Cornwall,K6H4M1,CSDC de l'Est ontarien,725684,Yes,,
ESP L'Heritage,1111 Montréal chemin,Cornwall,K6H1E1,CÉP de l'Est de l'Ontario,907464,Yes,,
Holy Trinity Catholic SS,18044 Tyotown Rd. 1,Cornwall,K6H5R5,CDSB of Eastern Ontario,715190,Yes,,
Immaculate Conception Sep S,600 McConnell Ave,Cornwall,K6H4M1,CDSB of Eastern Ontario,721646,Yes,,
Programme Chance - Section 23 (equipe psycho-sociale) ,..,Cornwall,..,..,…,Yes,,
Sacred Heart S,1424 Aubin Ave,Cornwall,K6J4S2,CDSB of Eastern Ontario,759040,Yes,,
SDG Adolescents: Section 23 ,..,Cornwall,K6J4K9,..,…,Yes,,
St Anne's S,607 Surgenor Ave,Cornwall,K6J2H5,CDSB of Eastern Ontario,771651,Yes,,
St Columban's Catholic Elementary S,323 Augustus St,Cornwall,K6J3W4,CDSB of Eastern Ontario,785040,Yes,,
St Joseph's SS,1500 A Cumberland St.,Cornwall,K6J5V9,CDSB of Eastern Ontario,806277,Yes,,
St Lawrence SS,1450 Second Street East,Cornwall,K6H5Z8,Upper Canada DSB,944670,Yes,,
St Matthew Catholic Secondary School,822 Marlborough Street North,Cornwall,K6H4B4,CDSB of Eastern Ontario,726176,Yes,,
St Peter's S,1811 Second Street East,Cornwall,K6H6P1,CDSB of Eastern Ontario,844713,Yes,,
T R Leger School of Adult & Continuing SS,1500 Cumberland Street,Cornwall,K6J4K9,Upper Canada DSB,945072,Yes,,
Turning Points/ABLE: Section 23 ,..,Cornwall,K6V4D5,..,…,Yes,,
Viscount Alexander PS,1401 Dover Road,Cornwall,K6J1V6,Upper Canada DSB,578444,Yes,,
Col. Cameron,338 Cameron St,Corunna,N0N1G0,Lambton Kent DSB,118583,Yes,,
Sir John Moore School ,274 St Clair Blvd,Corunna,N0V1G0,Lambton Kent DSB,516074,,,Yes
St. Joseph's Catholic School ,535 Birchbank Drive,Corunna,N0N1G0,St Clair CDSB,809233,Yes,,
Courtice North Public School,1675 Nash Rd,Courtice,L1E2L8,Kawartha Pine Ridge DSB,69841,Yes,,
Courtice Secondary School,1717 Nash Rd,Courtice,L1E2L8,Kawartha Pine Ridge DSB,903078,Yes,,Yes
Dr. Emily Stowe Public School,71 Sandringham Dr,Courtice,L1E1W8,Kawartha Pine Ridge DSB,136891,,,Yes
S. T.  Worden Public School,1462 Nash Rd,Courtice,L1E1S7,Kawartha Pine Ridge DSB,501557,,,Yes
Mon. Leo Cleary CES,3820 Courtice Rd N,"Courtice
Courtice",L1E2L5,Peterborough Victoria Northum Clarington CDSB,731358,,,Yes
Courtland Public School,1012 Queen St,Courtland,N0J1E0,Grand Erie DSB,126306,Yes,,
Our Lady of Fatima,120 Talbot Rd,Courtland,N0J1E0,Brant Haldimand Norfolk CDSB,743968,,,Yes
Stephen Central Public School,70042 Goshen Line RR 3,Crediton,N0M1N0,Avon Maitland DSB,535508,,,Yes
Nottawasaga & Creemore Public School,240 Collingwood St,Creemore,L0M1E0,Simcoe County DSB,412570,Yes,,
E Elem C Notre-Dame-du-Rosaire,9 Ouest concession,Crysler,K0A1R0,CSDC de l'Est ontarien,707465,Yes,,Yes
St. George,3800 Wellington Rd,Crystal Beach,L0S1B0,Niagara CDSB,744743,Yes,,
Severn Shores Public School,2746 Cumberland Road,Cumberland Beach,L0K1G0,Simcoe County DSB,636037,Yes,Yes,
Laggan PS,20345 Laggan-Glenelg Road RR 1,Dalkeith,K0B1E0,Upper Canada DSB,303429,Yes,,
Our Lady of Mount Carmel School,69220 Bronson Line RR 3,Dashwood,N0M1N0,Huron Perth CDSB,747211,Yes,,
MacKenzie Community School Elementary,87 Brockhouse Way,Deep River,K0J1P0,Renfrew County DSB,291404,Yes, ,Yes
MacKenzie Community School Secondary,87 Brockhouse Way,Deep River,K0J1P0,Renfrew County DSB,904767,Yes, ,Yes
St Mary's Sep S,40 Central Ave,Deep River,K6V4N5,CDSB of Eastern Ontario,828726,Yes, , 
D.D.S.S.-Turning Point,393 James St,Delhi,N4B1X9,Grand Erie DSB,903728,Yes,Yes,
Delhi District Secondary School,393 James St,Delhi,N4B2B6,Grand Erie DSB,903728,Yes,,
Delhi PS,227 Queen St,Delhi,N4B2K6,Grand Erie DSB,136441,Yes,,
St. Frances Cabrini,373 Northern Ave,Delhi,N4B2R4,Brant Haldimand Norfolk CDSB,789984,,,Yes
Central Algoma Elementary (Formerly Johnson-Tarbutt,5 Margaret St,Desbarats,P0R1E0,Algoma DSB,285552,Yes, , 
Central Algoma Intermediate School,Kensington Road,Desbarats,P0R1E0,Algoma DSB,137967,Yes, , 
Central Algoma Secondary School,1 Kensington Rd,Desbarats,P0R1E0,Algoma DSB,891347,Yes,Yes  , 
Crossroads School,Highway 613 1,Devlin,P0W1C0,Rainy River DSB,97209,Yes,,
Dokis First Nation,..,Dokis,P0M2N1,..,…,Yes,,
Lord Dorchester Secondary School,61 Queen St,Dorchester,N0L1G2,Thames Valley DSB,904503,Yes,,
St. David Catholic School,3966 Catherine St,Dorchester,N0L1G0,London District Catholic School Board,785911,,,Yes
Dorion PS,175 Dorion Loop Road RR 1,Dorion,P0T1K0,Superior-Greenstone DSB,142689,Yes,,
Admanston Township Public School,5346 Queen St E,Douglas,K0J1S0,Renfrew County CDSB,835226,Yes,,Yes
Opeongo HS,1990 Cobden Rd RR 1,Douglas,K0J1S0,Renfrew County DSB,932434,Yes, ,
St. Michael's Sep S,5346 Queen St E,Douglas,J0J1S0,Renfrew County CDSB,835226,Yes, ,Yes
St. Joseph Catholic Elementary School - Douro,405 4th Line RR 1,Douro,K0L1S0,Peterborough Victoria Northum Clarington CDSB,704318,Yes,,Yes
E Sep St-Etienne,79 Houle avenue,Dowling,P0M1R0,CSDC du Nouvel-Ontario,789607,Yes,, 
Larchwood PS,43 Main St,Dowling,P0M1R0,Rainbow DSB,145807,Yes,, 
St. Luke Catholic Elementary School,335 St. Luke's Road 5,Downeyville,K9V4R5,Peterborough Victoria Northum Clarington CDSB,705870,Yes,,
Centre Peel PS,7623 Sixth Line RR 2,Drayton,N0G1P0,Upper Grand DSB,99139,Yes,,
Dawn Euphemia School,4587 Bentpath Line RR 4,Dresden,N0P1M0,Lambton Kent DSB,135135,,,Yes
Dresden Area Central School,941 North St,Dresden,N0P1M0,Lambton Kent DSB,148660,Yes,,
Lambton Kent Composite School,231 St George St N,Dresden,N0P1M0,Lambton Kent DSB,921530,,,Yes
Blenheim District Public School,32 Wilmot Street S,Drumbo,N0J1G0,Thames Valley DSB,467572,,,Yes
Dryden High School,79 Casimir Ave,Dryden,P8N2H4,Keewatin-Patricia DSB,905283,Yes,,
Dryden High School Alternative Education Program,79 Casimir Ave,Dryden,P8N2H4,Keewatin-Patricia DSB,905283,Yes,,
E C de l'Enfant-Jesus,161 Airport chemin 4,Dryden,P8N0A2,CSDC des Aurores boréales,705708,Yes,,
Prospect Public School,289 Wice Rd,Dryden,P8N3H6,Keewatin-Patricia DSB,406929,Yes,,
Open Roads,20 Davis St,Dryden,P8N1R4,Keewatin-Patricia DSB,486663,Yes,,
St Josephs Sep S,185 Parkdale Rd,Dryden,P8N1S5,Northwest CDSB,813770,,,Yes
St. Columban / St. Patricks,44106 Line 34 RR 2,Dublin,N0K1E0,Huron Perth CDSB,731226,Yes,,
E Sep Saint Joseph (Dubreuilville),149 du Parc avenue,Dubreuilville,P0S1B0,CSDC du Nouvel-Ontario,811599,Yes, ,Yes  
ES l'Orée-des-Bois,159 Avenue du Parc,Dubreuilville,P0S1B0,CSD du Grand Nord de l'Ontario,890817,Yes, , 
Whitestone Lake Central S,9 Moore Dr,Dunchurch,P0A1G0,Near North DSB,605220,Yes,,
Dundalk & Proton Community School,251 Young St,Dundalk,N0C1B0,Bluewater DSB,458554,Yes,,
Highpoint Elementary,351 Main St W,Dundalk,N0C1B0,Bluewater DSB,152820,Yes,,
St. Augustines School,25 Alma St,Dundas,L9H2C9,Hamilton-Wentworth CDSB,775681,Yes,,
STRIVE Parkside,..,Dundas,L9H5P8,..,…,,,Yes
Anna Melick Memorial S,1347 Hutchinson Rd RR 8,Dunnville,N1A2W7,Grand Erie DSB,19224,,,Yes
Dunnville Christian School,37 Robinson,Dunnville,N1A2W1,..,…,,,Yes
Dunnville Secondary School,110 Helena St,Dunnville,N1A2S5,Grand Erie DSB,906069,Yes,,
Fairview Avenue PS,223 Fairview Ave W,Dunnville,N1A1M4,Grand Erie DSB,192341,Yes,,
Grandview Central PS,11 Thrush St,Dunnville,N1A1X7,Grand Erie DSB,227196,Yes,,
St. Michael's,209 Alder Street West,Dunnville,N1A1R3,Brant Haldimand Norfolk CDSB,834963,,,Yes
Thompson Creek ES,800 Cross St W,Dunnville,N1A1N7,Grand Erie DSB,153931,Yes,,
Turning Point- Dunnville,..,Dunnville,N1A2H2,..,…,Yes,Yes,
Dunsford District Elementary School,33 Dunsford Rd RR 2,Dunsford,K0M1L0,Trillium Lakelands DSB,154113,Yes,,
Spruce Ridge Community School,239 Kincardine Street,Durham,N0G1R0,Bluewater DSB,155683,Yes,,
St. Peter's & St. Paul's School,190 John St W,Durham,N0G1R0,Bruce-Grey CDSB,705098,Yes,,
Dunwich-Dutton Public School,239 Miller Rd,Dutton,N0L1J0,Thames Valley DSB,155810,Yes,,
Irwin Memorial PS,1011 Dwight Beach Rd RR1,"Dwight, ON",..,Trillium Lakelands DSB,278211,Yes,,
Ear Falls Public School,40 Spruce St,Ear Falls,P0V1T0,Keewatin-Patricia DSB,157503,Yes,,
E C Assomption,"CP 40, 24 9e",Earlton,P0J1E0,CSDC des Grandes Rivières,687677,Yes,,
East Garafraxa Public School,063066 County Road #3 RR 3,East Garafraxa,L9W7J1,Upper Grand DSB,208310,Yes,,
Good Shepherd CES,19112 2nd Concession Road RR 1,East Gwillimbury,L9N0H2,York CDSB,708062,,,Yes
Chester E.S.,115 Gowan Ave,East York,M4K2E4,Toronto DSB,106151,Yes, , 
Crescent Town PS,4 Massey Square,East York,M4C5M9,Toronto DSB,127680,Yes, ,Yes
D.A. Morrison M.S.,271 Gledhill Ave,East York,M4C4L2,Toronto DSB,413470,Yes,Yes, 
East York Alternative SS,670 Cosburn Ave,East York,M4C2V2,Toronto DSB,906875,Yes, , 
East York C.I.,650 Cosburn Ave,East York,M4C2V2,Toronto DSB,906840,Yes, , 
George Webster PS,2 Cedarcrest Blvd,East York,M4B2N9,Toronto DSB,213535,Yes,Yes,Yes
Gordon A. Brown M.S.,2800 St Clair Ave E,East York,M4B1N2,Toronto DSB,529567,Yes, , 
Parkside E.S.,401 Cedarvale Ave,East York,M4C4K7,Toronto DSB,435180,Yes, , 
Secord PS,101 Barrington Ave,East York,M4C4Y9,Toronto DSB,504998,Yes,Yes, 
Thorncliffe Pk. PS,80 Thorncliffe Park Dr,East York,M4H1K3,Toronto DSB,552704,Yes, , 
Valley Park Middle School,130 Overlea Blvd,East York,M3C1B2,Toronto DSB,569135,Yes, , 
William Burgess PS,100 Torrens Ave,East York,M4J2P5,Toronto DSB,607304,Yes, , 
Echo Bay Central Public School,290 Church St,Echo Bay,P0S1C0,Algoma DSB,165042,Yes, , 
Eganville & District PS,259 Jane St,Eganville,K0J1T0,Renfrew County DSB,167380,Yes, ,Yes
