School_Name,Address,City_Town,Postal_Code,School_Board,School_ID,Breakfast,Lunch,Snack
Samuel-Genest,704 Carson's chemin,Ottawa,K1K2H3,CSDC du Centre-Est de l'Ontario,695955,Yes, ,
Sawmill Creek ES,3400 D'Aoust Ave,Ottawa,K1T1R5,Ottawa-Carleton DSB,474444,, ,Yes
Séraphin-Marion,2147 Loyola avenue,Ottawa,K1J7W3,CÉP de l'Est de l'Ontario,195774,Yes, ,
Severn Avenue PS,2553 Severn Ave,Ottawa,K2B7V8,Ottawa-Carleton DSB,506168,Yes, ,
Sir Guy Carleton SS,55 Centrepointe Dr,Ottawa,K2G5L4,Ottawa-Carleton DSB,942952,Yes, ,
Sir Robert Borden HS,131 Greenbank Rd,Ottawa,K2H8R1,Ottawa-Carleton DSB,942014,Yes, ,
Sir Winston Churchill PS,49 Mulvagh Ave,Ottawa,K2E6M7,Ottawa-Carleton DSB,516694,, ,Yes
St. Anthony ,391 Booth St,Ottawa,K1R7K5,Ottawa CDSB,773085,Yes, ,
St. Augustine ,1009 Arnot Rd,Ottawa,K2C0H5,Ottawa CDSB,775290,, ,Yes
St. Bernard ,1722 St Bernard St,Ottawa,K1T1K8,Ottawa CDSB,779326,Yes, ,
St. Brigid ,200 Springfield Rd,Ottawa,K1M1C2,Ottawa CDSB,780774,, ,Yes
St. Brother André ,1923 Elmridge Dr,Ottawa,K1J8G7,Ottawa CDSB,689173,, ,Yes
St. Daniel,1313 Field Street,Ottawa,K2C2P9,Ottawa CDSB,785822,Yes, ,
St. Elizabeth - Ottawa,1366 Coldrey Ave,Ottawa,K1Z7P5,Ottawa CDSB,789070,Yes, ,
St. Francis Xavier HS,3740 Spratt,Ottawa,K1V2M1,Ottawa CDSB,848612,Yes, ,
St. George ,130 Keyworth Ave,Ottawa,K1Y0E6,Ottawa CDSB,794406,Yes, ,
St. Gregory,148 Meadowlands Dr W,Ottawa,K2G1T2,Ottawa CDSB,796093,, ,Yes
St. John Bosco,..,Ottawa,K1L6B9,..,…,Yes, ,
St. John Paul II,1500 Beaverpond Dr,Ottawa,K1B3R9,Ottawa CDSB,750271,Yes, ,
St. John the Apostle ,30 Costello Avenue,Ottawa,K2H7C5,Ottawa CDSB,804126,, ,Yes
St. Luke - Ottawa,2485 Dwight Cres,Ottawa,K1G1C7,Ottawa CDSB,820792,Yes, ,
St. Marguerite  d'Youville,89 Lorry Greenberg Dr,Ottawa,K1T3J6,Ottawa CDSB,821195,Yes, ,
St. Mark HS,1040 Dozois Rd 1,Ottawa,K4M1B2,Ottawa CDSB,864331,Yes, ,
St. Mary's Home Satellite HS,..,Ottawa,K1K3K7,..,…,Yes, ,
St. Michael  - Ottawa,437 Donald,Ottawa,K1K1L8,Ottawa CDSB,833010,Yes, ,Yes
St. Nicholas Adult HS(Central & West Campus),893 Admiral Ave,Ottawa,K1Z6L6,Ottawa CDSB,836265,Yes, ,
St. Patrick's HS,2525 Alta Vista Dr,Ottawa,K1V7T3,Ottawa CDSB,816132,Yes, ,
St. Patrick's IS,1485 Heron,Ottawa,K1V6A6,Ottawa CDSB,841900,Yes, ,
St. Paul HS,2675 Draper Ave,Ottawa,K2H7A1,Ottawa CDSB,689203,Yes, ,
St. Peter HS,750 Charlemagne Blvd,Ottawa,K4A3M4,Ottawa CDSB,843296,Yes, ,
St. Pius X HS,1481 Fisher Ave,Ottawa,K2C1X4,Ottawa CDSB,847313,Yes, ,
St. Rita,1481 Fisher Ave,Ottawa,K2E6N6,Ottawa CDSB,846937,Yes, ,
St. Rose of Lima,1 Inverness Ave,Ottawa,K2B6M8,Ottawa CDSB,849260,, ,Yes
TD McGee,635 Laverendrye Dr,Ottawa,K1J7C2,Ottawa CDSB,864510,Yes, ,
Terre-des-Jeunes,1303 Fellows rue,Ottawa,K2C2V8,CSDC du Centre-Est de l'Ontario,861480,Yes, ,
Uplands,17 de Niverville Dr,Ottawa,K1V7N9,Ottawa CDSB,874256,Yes, ,
Urban Aboriginal Alt. SS,160 Percy Street,Ottawa,K1R5B5,Ottawa-Carleton DSB,949159,Yes, ,
Vincent Massey PS,745 Smyth Rd,Ottawa,K1G1N9,Ottawa-Carleton DSB,577405,Yes, ,
Viscount Alexander PS,55 Mann Ave,Ottawa,K1N6Y7,Ottawa-Carleton DSB,578576,, ,Yes
WE Gowling PS,250 Anna St,Ottawa,K1Z7V6,Ottawa-Carleton DSB,579351,Yes, ,
West Carleton SS,3088 Dunrobin Rd,Ottawa,K0A1T0,Ottawa-Carleton DSB,951366,Yes, ,
Woodroffe Avenue PS,235 Woodroffe Ave,Ottawa,K2A3V3,Ottawa-Carleton DSB,619523,Yes, ,
Woodroffe HS,2410 Georgina Dr,Ottawa,K2B7M8,Ottawa-Carleton DSB,954420,Yes, ,
York Street PS,310 York St,Ottawa,K1N5V3,Ottawa-Carleton DSB,624330,Yes, ,Yes
Youville Centre (SS Program),437 Donald St,Ottawa,K1N8P4,Ottawa CDSB,647675,Yes, ,
Alexandra Community School,1556 8th Ave E,Owen Sound,N4K3B6,Bluewater DSB,10472,Yes,,
Bayview Public School,615 6th St A East,Owen Sound,N4K1G3,Bluewater DSB,36994,Yes,,
Dufferin E S,1045 3rd Ave W,Owen Sound,N4K5W6,Bluewater DSB,151165,Yes,,
Ecole Elementaire Sainte Dominique Savio,800 23e est rue,Owen Sound,N4K6Z5,Conseil scolaire catholique Providence,728659,Yes,,
Ecole Secondaire Catholique Saint Dominique Savoi,800 23e est rue,Owen Sound,N4K6Z5,Conseil scolaire catholique Providence,705101,Yes,,
Hillcrest Elementary School,501 8th St W,Owen Sound,N4K3M8,Bluewater DSB,257869,Yes,,
Keppel-Sarawak Elementary School,937 24th St W,Owen Sound,N4K5N4,Bluewater DSB,291030,Yes,,
Keystone - Owen Sound,351 1st Ave N,Owen Sound,N4K2N7,Bluewater DSB,647160,Yes,,
Notre Dame Catholic School,885 25th Street E,Owen Sound,N4K6X6,Bruce-Grey CDSB,737399,Yes,,
Owensound District Secondary School,750 9th St W,Owen Sound,N4K3P6,Bluewater DSB,951692,Yes,,
Riverforest Montessori School,..,Owen Sound,N4K4R2,..,503,Yes,,
St. Basil's School,925 9th Ave W,Owen Sound,N4K4N8,Bruce-Grey CDSB,776602,Yes,,
St. Mary's High School,555 15th St E,Owen Sound,N4V1E8,Bruce-Grey CDSB,776599,Yes,,
Syndenham Community School,1130 8th St E,Owen Sound,N4K5N8,Bluewater DSB,544892,Yes,,
Oxford on Rideau PS,50 Water Street,Oxford Mills,K0G1S0,Upper Canada DSB,430110,Yes,,
Ecole Secondaire de Pain Court,14 Notre Dame rue,Pain Court,N0P1Z0,Conseil scolaire catholique Providence,707015,Yes,,
Ecole St. Catherine's,24162 Winterline chemin,Pain Court,N0P1Z0,Conseil scolaire catholique Providence,861170,,,Yes
Paisley Central School,182 Arnaud St,Paisley,N0G2N0,Bluewater DSB,431028,Yes,,
Palmer Rapids,116 Burnt Bridge Rd,Palmer Rapids,K0J2E0,Renfrew County DSB,469114,Yes, , 
Norwell District High School,135 Cumberland St,Palmerston,N0G2P0,Upper Grand DSB,931284,Yes,,
Palmerston Public School ,530 Prospect St,Palmerston,N0G2P0,Upper Grand DSB,432458,Yes,,
County of Brant After School Program,..,Paris,N3L3W1,..,…,,,Yes
Holy Family,20 Sunset Dr,Paris,N3L3W4,Brant Haldimand Norfolk CDSB,716960,,,Yes
Paris Central Public School,7 Broadway St E,Paris,N3L2R2,Grand Erie DSB,97578,,,Yes
Paris District High School,231 Grand River St N,Paris,N3L2N6,Grand Erie DSB,933490,Yes,,
Sacred Heart School,180 Grandville,Paris,N3L0A9,Brant Haldimand Norfolk CDSB,757098,Yes,,
North Middlesex DHS,100 Main St,Parkhill,N0N2K0,Thames Valley DSB,930113,Yes,,
McDougall Public,69 Hwy 124 RR 1,Parry Sound,P2A2W7,Near North DSB,351202,Yes,,
Parry Sound High,111 Isabella St,Parry Sound,P2A1N2,Near North DSB,934275,Yes,,
Parry Sound Public,21 Beatty ,Parry Sound,P2H2H5,Near North DSB,420428,Yes,,
St Peter the Apostle Catholic School,15 Silver Birch Court,Parry Sound,P2A0A8,Simcoe Muskoka CDSB,843342,Yes,,
Morning Glory Public School,29478 Hwy 48 RR 2,Pefferlaw,L0E1N0,York Region DSB,372463,Yes,,
Bishop Smith Catholic HS,362 Carmody St,Pembroke,K8A4G2,Renfrew County CDSB,689939,Yes, , 
Boys and Girls Club,..,Pembroke,K8A6Y6,..,…,Yes, ,Yes
Cathedral Catholic S,200 Isabella St,Pembroke,K8A5S7,Renfrew County CDSB,695211,Yes, ,Yes
Champlain Discovery PS,390 Bell St,Pembroke,K8A2K5,Renfrew County DSB,100757,Yes, , 
"E Elem C Jeanne-Lajoie, pavillon elementaire",1255 Pembroke Ouest Rue,Pembroke,K8A5R3,CSDC du Centre-Est de l'Ontario,696005,Yes, , 
"E Elem C Jeanne-Lajoie, pavillon secondaire",1257 Pembroke Ouest rue,Pembroke,K8A5R3,CSDC du Centre-Est de l'Ontario,696021,Yes, , 
Fellowes HS,420 Bell St,Pembroke,K8A2K5,Renfrew County DSB,925365,Yes, , 
Highview PS,320 Herbert St,Pembroke,K8A2Y4,Renfrew County DSB,256307,Yes, ,Yes
Holy Name Sep S,299 First Ave North,Pembroke,K8A5C3,Renfrew County CDSB,717185,Yes, , 
L'Equinoxe Elementarie,399 Isabella rue,Pembroke,K8A5N6,CÉP de l'Est de l'Ontario,14764,Yes, ,Yes
Our Lady of Lourdes Sep S,535 Irving St,Pembroke,K8A2V2,Renfrew County CDSB,745910,Yes, , 
Rockwood PS,11588 Round Lake Road RR7,Pembroke,K8A6W8,Renfrew County DSB,11770,Yes, ,Yes
Valleycrest,299 First Ave North,Pembroke,K7V2M9,Renfrew County CDSB,717185,Yes, ,Yes
Burkevale Protestant Separate School,39 Burke St,Penetanguishene,L9M1C4,Penetanguishene PSSB,439738,Yes,,
Ecole Publique  Saint Joseph,30 Poyntz rue,Penetanguishene,L9M1N4,CS Viamonde,530476,Yes,,
Ecole Sainte-Croix,351 Lafontaine ouest chemin 3,Penetanguishene,L9M1R3,CSDC Centre-Sud,861529,Yes,,Yes
Ecole St. Louis,54 Dufferin rue,Penetanguishene,L9M1H4,CSDC Centre-Sud,819026,Yes,,
North Simcoe Learning Centre,51 Dunlop Street,Penetanguishene,L9M1J3,Simcoe County DSB,931727,Yes,Yes,
St. Ann's Catholic School,5 Dunlop St,Penetanguishene,L9M1J2,Simcoe Muskoka CDSB,770655,Yes,,
"Canadian Martyrs Catholic School, Simcoe",7 Bellisle Rd,Penetanguishine,L9M1N6,Simcoe Muskoka CDSB,693634,Yes,,
Ecole Secondaire Le Caron,22 John rue,Penetangusihene,L9M1N8,CS Viamonde,934852,Yes,,Yes
James Keating Elementary School,20 Lorne Ave,Penetangusihene,L9M1B2,Simcoe County DSB,124761,Yes,,
St Francis of Assisi Catholic S,22 Leeder Lane,Petawawa,K8H1L3,Renfrew County CDSB,753580,Yes, , 
Valor  - NEW K-12,19 Leeder Lane,Petawawa,K8H0B8,Renfrew County DSB,902747,Yes, , 
St. Alphonsus Elementary School,875 St Mary's St,Peterboorugh,K9J4H7,Peterborough Victoria Northum Clarington CDSB,767751,Yes,,Yes
St. Anne Catholic Elementary School,240 Bellevue St,Peterboorugh,K9H5E5,Peterborough Victoria Northum Clarington CDSB,771783,Yes,,
Adam Scott Intermediate,175 Langton St,Peterborough,K9H6K3,Kawartha Pine Ridge DSB,2194,Yes,,
Adam Scott Secondary School,175 Langton St,Peterborough,K9H6K3,Kawartha Pine Ridge DSB,890464,Yes,,
Armour Heights Public School,245 McFarlane St,Peterborough,K9H1K1,Kawartha Pine Ridge DSB,20877,Yes,,
Edmison Heights Public School,1111 Royal Dr,Peterborough,K9H6P9,Kawartha Pine Ridge DSB,166340,Yes,,
Highland Heights,430 Highland Rd,Peterborough,K9H5J7,Kawartha Pine Ridge DSB,255912,Yes,,
"Holy Cross Secondary School, Peterborough",1355 Lansdowne St W,Peterborough,K9J7M3,Peterborough Victoria Northum Clarington CDSB,704261,Yes,,
Immaculate Conception Elementary School,76 Robinson St,Peterborough,K9H1E8,Peterborough Victoria Northum Clarington CDSB,721344,Yes,,Yes
James Strath Public School,1175 Brealey Dr RR 3,Peterborough,K9J6X4,Kawartha Pine Ridge DSB,282081,Yes,,
Kawartha Heights Public School,11 Kawartha Heights Blvd,Peterborough,K9J1N4,Kawartha Pine Ridge DSB,287890,Yes,,
Keith Wightman Public School,860 St. Marys St,Peterborough,K9J4H6,Kawartha Pine Ridge DSB,288802,Yes,,
Kenner Collegiate Vocational Insitute,633 Monaghan Rd S,Peterborough,K9J5J2,Kawartha Pine Ridge DSB,919195,Yes,Yes,
Kenner Intermediate School,633 Monaghan Rd S,Peterborough,K9J5J2,Kawartha Pine Ridge DSB,289884,Yes,,
King George Public School,220 Hunter St E,Peterborough,K9H1H1,Kawartha Pine Ridge DSB,295698,Yes,,
Monsignor O' Donoghue,2400 Marsdale Dr,Peterborough,K9L1R4,Peterborough Victoria Northum Clarington CDSB,730688,Yes,,
Otonabee Valley PS,580 River Rd S,Peterborough,K9J1E7,Kawartha Pine Ridge DSB,428680,Yes,,
PACE at PCVS,140 High St,Peterborough,K9H2W1,Kawartha Pine Ridge DSB,899224,Yes,Yes,
"Prince of Wales, Peterborough",1211 Monaghan Rd,Peterborough,K9J5L4,Kawartha Pine Ridge DSB,454818,Yes,,
Queen Elizabeth School,830 Barnardo Ave,Peterborough,K9H5V9,Kawartha Pine Ridge DSB,462225,Yes,,Yes
Queen Mary School,1445 Monaghan St,Peterborough,K9J5M8,Kawartha Pine Ridge DSB,464562,Yes,,
R. F. Downey,1221 Neptune St,Peterborough,K9H7L9,Kawartha Pine Ridge DSB,467529,Yes,,
Roger Neilson Public School,550 Erskine Ave,Peterborough,K9J5T4,Kawartha Pine Ridge DSB,489298,Yes,,
School for Young Moms,140 High St,Peterborough,K9JK9H,Kawartha Pine Ridge DSB,899224,Yes,Yes,
St. John Elementary School,746 Park Street S,Peterborough,K9J3A8,Peterborough Victoria Northum Clarington CDSB,804932,Yes,,
St. Patrick Elementary School,300 Otonabee Dr,Peterborough,K9J8L9,Peterborough Victoria Northum Clarington CDSB,840165,Yes,,
St. Paul Catholic Elementary School,1101 Hilliard St,Peterborough,K9H5S3,Peterborough Victoria Northum Clarington CDSB,843024,Yes,,
"St. Peter Secondary School, Peterborough",730 Medical Dr,Peterborough,K9J8M4,Peterborough Victoria Northum Clarington CDSB,845361,Yes,,
St. Teresa Catholic Elementary School,1525 Fairmount Blvd,Peterborough,K9J6S9,Peterborough Victoria Northum Clarington CDSB,851477,Yes,,
Strive Youth - Kinark Child & Family Service,380 Armour Rd,Peterborough,K9H7L7,Kawartha Pine Ridge DSB,645915,Yes,Yes,
Thomas A. Stewart Secondary School,1009 Armour Rd N,Peterborough,K9H7H2,Kawartha Pine Ridge DSB,947563,Yes,,Yes
Westmount Public School,1520 Sherwood Cres,Peterborough,K9J6T8,Kawartha Pine Ridge DSB,602361,Yes,,
Hillcrest Public School,"Box 119, 433 First ",Petrolia,N0N1R0,Lambton Kent DSB,258016,Yes,,
Lambton Central Vocational and C.V.I,4141 Dufferin St,Petrolia,N0N1R0,Lambton Kent DSB,921408,Yes,,
Queen Elizabeth II Public School (Petrolia),4079 Maple St,Petrolia,N0N1R0,Lambton Kent DSB,462870,,,Yes
Altona Forest Public School,405 Woodsmere Cres,Pickering,L1V7A3,Durham DSB,14052,Yes,,
Bayview Heights Public School,1400 Garvolin Ave,Pickering,L1W1J6,Durham DSB,36609,,,Yes
Dunbarton High school,655 Sheppard Ave,Pickering,L1V1G2,Durham DSB,905674,Yes,,
Durham Alternative SecondarySchool- Pickering,421 Pine Ave,Pickering,L1W3R2,Durham DSB,905585,Yes,,Yes
Fairport Beach Public School,754 Oklahoma Dr,Pickering,L1W2H5,Durham DSB,192210,Yes,,Yes
Father Fenelon Catholic School,795 Eyer,Pickering,L1W1R8,Durham CDSB,871140,Yes,,Yes
Glengrove P.S.,1934 Glengrove Rd,Pickering,L1V1X2,Durham DSB,219908,Yes,,Yes
Pine Ridge Secondary School,2155 Liverpool Rd N,Pickering,L1X1V4,Durham DSB,935360,Yes,,
Sir John A. McDonald Public School,777 Balaton Ave,Pickering,L1W1W7,Durham DSB,515523,,,Yes
"St. Mary Catholic Secondary, Pickering",1918 Whites Rd,Pickering,L1V1R9,Durham CDSB,826278,Yes,,
St. Wilfrid Catholic School,2360 Southcott Rd,Pickering,L1X2S9,Durham CDSB,858960,,,Yes
Valley Farm Public School,1615 Pepperwood Gate,Pickering,L1X2K5,Durham DSB,569933,Yes,,Yes
Westcreek Public School,1779 Westcreek Dr,Pickering,L1V6M9,Durham DSB,598909,Yes,,
Crolancia Public School,1 Trudel Drive,Pickle Lake,P0V3A0,Keewatin-Patricia DSB,902748,Yes,,
E Elem C Saint-Paul,260 Main rue,Plantagenet,K0B1L0,CSDC de l'Est ontarien,841595,Yes,,
EI catholique - Pavillon Plantagenet,6150 de comté 17 chemin,Plantagenet,K0B1L0,CSDC de l'Est ontarien,767894,Yes,,
ES C de Plantagenet,6150 de comté 17 chemin,Plantagenet,K0B1L0,CSDC de l'Est ontarien,752720,Yes,,
Plantagenet PS,635 Water Street,Plantagenet,K0B1L0,Upper Canada DSB,448222,Yes,,
Plattsville & District PS,112 Mill St E,Plattsville,N0J1S0,Thames Valley DSB,448389,Yes,,
Bridgeview Public School,205 Albert St,Point Edward,N7V1R4,Lambton Kent DSB,61824,Yes,,
E C St-Jude,255 Dixon rue,Porcupine,P0N1C0,CSDC des Grandes Rivières,815985,Yes, ,Yes
Port Burwell Public School,30 Strachan St,Port Burwell,N0J1T0,Thames Valley DSB,450391,Yes,,
Glen Orchard/ School,3954 Muskoka Road 169 Rd RR3,Port Carling,P0E1E0,Trillium Lakelands DSB,357707,Yes,,
Dewitt Carter BK,435 Fares St,Port Colborne,L3K1X4,DSB Niagara,139823,Yes,,
Ecole Saint-Joseph,210 Elizabeth rue,Port Colborne,L3K2C3,CSDC Centre-Sud,810398,Yes,,
Lakeshore Catholic,150 Janet St,Port Colborne,L0S1E0,Niagara CDSB,726087,Yes,,
McKay,320 Fielden Ave,Port Colborne,L3K4T7,DSB Niagara,352500,Yes,,
Oakwood,255 Omer Ave,Port Colborne,L3K3Z1,DSB Niagara,414905,Yes,,
Port Colborne Pathways - Second Chance - Connect,211 Elgin St,Port Colborne,L3K3E1,DSB Niagara,935700,Yes,Yes,Yes
Port Colborne Secondary School,211 Elgin St,Port Colborne,L3K3K4,DSB Niagara,935700,Yes,Yes,
St. John Bosco EMM,191 Highland Ave,Port Colborne,L3K3S7,Niagara CDSB,715166,Yes,,
St. Patrick's Port Colborne,266 Rosemount Ave,Port Colborne,L3K5R4,Niagara CDSB,838993,Yes,,Yes
St. Therese,530 Killaly St E,Port Colborne,L3K1P5,Niagara CDSB,744352,Yes,,
Steeles Public School,214 Steele St,Port Colborne,L3K4X7,DSB Niagara,535419,,,Yes
Lakewood Elementary School,"729, 713 St. George",Port Dover,N0A1N0,Grand Erie DSB,450790,,,Yes
St. Cecilia's,3 Lynn Park Ave,Port Dover,N0E1N5,Brant Haldimand Norfolk CDSB,782050,,,Yes
Northport Elementary School,1000 Waterloo St,Port Elgin,N0H2C2,Bluewater DSB,403741,Yes,,
Port Elgin-Saugeen Central School,504 Catherine St,Port Elgin,N0H2C1,Bluewater DSB,450910,Yes,,
Saugeen District Secondary School,780 Gustavus St,Port Elgin,N0H2C4,Bluewater DSB,940127,Yes,,
St. Joseph's School-Port Elgin,584 STAFFORD ST,Port Elgin,N0H2C1,Bruce-Grey CDSB,751464,Yes,,
Beatrice Strong Public School,90 Rose Glen Rd N,Port Hope,L1A3V6,Kawartha Pine Ridge DSB,33812,Yes,,
Ganaraska Trail Public School,34 Percival St,Port Hope,L1A2B7,Kawartha Pine Ridge DSB,56723,Yes,,
Port Hope High School/Dr. Hawkins,130 Highland Dr,Port Hope,L1A2A3,Kawartha Pine Ridge DSB,936090,Yes,,Yes
St. Anthony's Catholic School,74 Toronto Rd,Port Hope,L1A3R9,Peterborough Victoria Northum Clarington CDSB,774383,Yes,,
Riverview Central School,3926 Clair Pkwy St,Port Lambton,N0P2B0,Lambton Kent DSB,486922,,,Yes
Argyle Public School,11767 Hwy 522,Port Loring,P0H1Y0,Near North DSB,20540,Yes,,
Good Shepherd Catholic School,1650 Reach,Port Perry,L9L1T1,Durham CDSB,710954,,,Yes
Port Perry High School,160 Rosa St,Port Perry,L9L1A7,Durham DSB,936227,Yes,,
R.H. Cornish Public School,494 Queen St,Port Perry,L9L1K2,Durham DSB,451177,Yes,,
S.A. Cawker P.S.,16200 Old Simcoe Rd,Port Perry,L9L1P3,Durham DSB,509736,Yes,,
NTEC,120 Canby St,Port Robinson,L0S1K0,DSB Niagara,647691,Yes,Yes,Yes
Port Rowan PS,48 College Ave,Port Rowan,N0E1M0,Grand Erie DSB,451304,,,Yes
Port Stanley Public School,350 Carlow Rd,Port Stanley,N5L1B6,Thames Valley DSB,451436,,,Yes
Rideau Centennial PS,2761 Highway 15 RR 1,Portland,K0G1V0,Upper Canada DSB,384380,Yes,,
Mapleridge Public,171 Edward St S,Powassan,P0H1Z0,Near North DSB,505820,Yes,,
St Gregory Catholic School,152 Fair View Lane,Powassan,P0H1Z0,Nipissing-Parry Sound CDSB,795798,Yes,,
Maynard PS,21 Stewart Dr RR 2,Prescott,K0E1T0,Upper Canada DSB,349623,Yes,,
South Edwardsburg PS,8 Second Street RR 3,Prescott,K0E1T0,Upper Canada DSB,167126,Yes,,
South Grenville DHS,1000 Edward Street North,Prescott,K0E1T0,Upper Canada DSB,942987,Yes,,
St. Mark Catholic S,420 McAuley Rd 4,Prescott,K0E1T0,CDSB of Eastern Ontario,814555,Yes,,
TRL Prescott,..,Prescott,K0E1T0,..,…,Yes,,
Wellington Elementary PS,920 Boundary Street,Prescott,K0E1T0,Upper Canada DSB,56103,Yes,,
Wellington Elementary PS,920 Boundary Street,Prescott,K0E1T0,Upper Canada DSB,56103,Yes,,
Prince Albert Public School,13700 Old Simcoe Rd,Prince Albert,L9L1C3,Durham DSB,477303,Yes,,
Queensville Public School,20317 Leslie St,Queensville,L0G1R0,York Region DSB,235245,Yes,,
Rainy River High School,1 Mill Avenue,Rainy River,P0W1L0,Rainy River DSB,937657,,Yes,
Riverview School,River Ave E,Rainy River,P0W1L0,Rainy River DSB,9954,,Yes,
E C Sainte-Therese,332 Timmins ave,Ramore,P0K1R0,CSDC des Grandes Rivières,853291,Yes, , 
Golden Learning Centre,16 Mine Rd,Red Lake,P0V1C0,Keewatin-Patricia DSB,30759,Yes,,
Red Lake Madsen School,201 Howey St,Red Lake,P0V2M0,Keewatin-Patricia DSB,478997,Yes,,
St John's Sep S,54 Discovery Rd,Red Lake,P0V2M0,Kenora CDSB,805068,Yes,,
Red Lake DHS,60-C Highway 105,Red Lake ,P0V2M0,Keewatin-Patricia DSB,937789,Yes,,
Nipigon Red Rock DHS,20 Frost St,Red Rock,P0T2P0,Superior-Greenstone DSB,929336,Yes,,
Red Rock PS,46 Salls St,Red Rock,P0T2P0,Superior-Greenstone DSB,479128,Yes,,
St Hilary S,200 Salls St,Red Rock,P0T2P0,Superior North CDSB,797260,Yes,,
Phelps,19 Glenvale Dr RR 1,Redbridge,P0H2A0,Near North DSB,441945,Yes,,
Central PS,200 Amelia Street,Renfrew,K6H0A5,Upper Canada DSB,94846,Yes, , 
New Horizons,1346 Pembroke St W,Renfrew,K8A2K5,Renfrew County DSB,643815,Yes, , 
Our Lady of Fatima Sep S,228 Mason Ave,Renfrew,K7V3Y3,Renfrew County CDSB,742147,Yes, ,Yes
Queen Elizabeth PS,100 Veteran's Memorial Blvd,Renfrew,K7V2R6,Renfrew County DSB,462489,Yes, , 
Renfrew Collegiate Institute,184 Bonnechere St S,Renfrew,K7V1Z5,Renfrew County DSB,937916,Yes, , 
St Thomas the Apostle Sep S,41 Bolger Lane,Renfrew,K7V2M9,Renfrew County CDSB,856410,Yes, ,Yes
St.Josephs High School,835 First St,Renfrew,K7V4E1,Renfrew County CDSB,814962,Yes, , 
Valleycrest,499 Pembroke St W,Renfrew,K6V4N5,Renfrew County CDSB,642711,Yes, , 
St Joseph Island Central School,1326 RICHARDS ST,Richards Landing,P0R1J0,Algoma DSB,530603,Yes, ,Yes  
16th Avenue Public School,400 16th Ave,Richmond Hill,L4C7A9,York Region DSB,516821,Yes,,
Adrienne Clarkson Public School,68 Queens College Dr,Richmond Hill,L4B1X3,York Region DSB,3913,Yes,,
Alexander Mackenzie High School,300 Major MacKenzie Dr W,Richmond Hill,L4C3S3,York Region DSB,904040,Yes,,
Bayview Secondary School,10077 Bayview Ave,Richmond Hill,L4C2L4,York Region DSB,893978,,,Yes
Beynon Fields Public School,258 Selwyn Rd,Richmond Hill,L4EO9R,York Region DSB,557674,Yes,,
Bond Lake Public School,245 Old Colony Road,Richmond Hill,L4E5B9,York Region DSB,418445,,Yes,Yes
Charles Howitt Public School,30 Pearson Ave,Richmond Hill,L4C6T7,York Region DSB,101990,Yes,,
Crosby Heights Public School,190 Neal Drive,Richmond Hill,L4C3K8,York Region DSB,128511,Yes,,
Doncrest Public School,124 Blackmore Ave,Richmond Hill,L4B2B1,York Region DSB,136883,,,Yes
H.G. Bernard Public School,245 Bernard Ave,Richmond Hill,L4S1E1,York Region DSB,237086,Yes,,Yes
Jean Vanier Catholic High School,10475 Bayview,Richmond Hill,L4C3P2,York CDSB,874888,Yes,,
Lake Wilcox Public School,80 Wildwood Ave,Richmond Hill,L4E3B5,York Region DSB,303860,Yes,,Yes
O.M. MacKillop P.S,206 Lucas St,Richmond Hill,L4C4P7,York Region DSB,413348,,,Yes
Oak Ridges Public School,160 Coons Rd,Richmond Hill,L4E2P7,York Region DSB,413658,,,Yes
Red Maple Public School,155 Red Maple Rd,Richmond Hill,L4B4P9,York Region DSB,479063,,Yes,Yes
Richmond Green Secondary School,1 William F. Bell Parkway,Richmond Hill,L4S2T9,York Region DSB,964809,,,Yes
Richmond Hill High School,201 Yorkland St,Richmond Hill,L4S1A2,York Region DSB,938106,Yes,,Yes
Richmond Rose Public School,160 Frank Endean Rd,Richmond Hill,L4S1S7,York Region DSB,483176,,,Yes
Roselawn Public School,422 Carrville Rd,Richmond Hill,L4C6E6,York Region DSB,491470,Yes,,
Silver Pines Public School,112 Stave Cres,Richmond Hill,L4C9J2,York Region DSB,514292,,,Yes
St. Joseph Catholic Elementary School - Richmond Hill,301 Roney Ave,Richmond Hill,L4C2H4,York CDSB,809489,Yes,,
Walter Scott Public School (run by RH United Church),500 Major Mackenzie Dr E,Richmond Hill,L4C1J2,York Region DSB,586501,Yes,,
Windham Ridge Public School,32 Red Cardinal Trail,Richmond Hill,L4E3Y4,York Region DSB,634565,,,Yes
"York Centre for Children, Youth and Families - Children's Program",..,Richmond Hill,L4S1S5,..,…,Yes,,
"York Centre for Children, Youth and Families - Youth Program",..,Richmond Hill,L4S1N5,..,…,Yes,,Yes
YRDSB Access Central Richmond Hill,36 REGATTA AVE,Richmond Hill,L4C3E3,York Region DSB,890286,Yes,,Yes
Naahii Ridge Elementary School,20473 Victoria Rd RR 3,Ridgetown,N0P2C0,Lambton Kent DSB,265640,,,Yes
Ridgetown District High School,9 Harold St N,Ridgetown,N0P2C0,Lambton Kent DSB,938696,,,Yes
St. Michael's Catholic School,25 Maple St S,Ridgetown,N0P2C0,St Clair CDSB,833142,Yes,,
John Brant Public School - New  (consolidation of 2 schools),143 Ridge Road,Ridgeway,L0S1N0,DSB Niagara,1649,Yes,,
